datetime,temperature,precipitation,Flow,area,avg_height,avg_slope,AGRH_landuse,FRST_landuse,RNGB_landuse,URHD_landuse,URLD_landuse,AGRLL_landuse,WATR_landuse,udic_soiltype,ustic_soiltype,xeric_soiltype,criic_soiltype,aridic_soiltype,aquic_soiltype
2001-01-01,3.4,0.0,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-02,6.05,0.0,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-03,5.3,0.0,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-04,6.0,0.2,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-05,7.25,0.0,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-06,6.699999999999999,0.0,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-07,2.5999999999999996,0.0,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-08,1.85,0.0,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-09,3.1197898921067573,0.0,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-10,2.75,0.0,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-11,3.75,0.1,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-12,4.050000000000001,0.1,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-13,4.35,1.8,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-14,6.050000000000001,6.7,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-15,4.65,32.550000000000004,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-16,2.0500000000000003,0.1,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-17,1.7,0.1,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-18,3.1197898921067573,0.0,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-19,1.4,0.1,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-20,2.2,0.0,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-21,0.55,0.1,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-22,1.9,0.0,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-23,8.9,0.0,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-24,8.15,0.0,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-25,5.85,0.0,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-26,3.55,0.0,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-27,3.3,0.0,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-28,4.2,0.7,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-29,1.2,0.0,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-30,0.9,0.0,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-01-31,1.9,0.0,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-02-01,3.506093189964158,0.0,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-02-02,3.506093189964158,0.0,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-02-03,1.75,0.0,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-02-04,4.15,0.0,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
2001-02-05,6.5,0.0,,220.96757136079134,318.55826,0.1607984078842152,12.384446429002438,44.5487678308513,11.431054041659628,28.734522459028266,2.9012092394583764,0.0,0.0,2.2929690328497987,26.567063310081824,71.13996765706838,0.0,0.0,0.0
