datetime,temperature,precipitation,Flow,area,avg_height,avg_slope,AGRH_landuse,AGRLL_landuse,FRST_landuse,RNGB_landuse,URHD_landuse,URLD_landuse,WATR_landuse,criic_soiltype,udic_soiltype,ustic_soiltype,xeric_soiltype,aridic_soiltype,aquic_soiltype
2001-01-01,3.0,0.276,26.01,4888.486845430158,646.3876,0.2285994208415815,20.72970264824473,4.096909471551726,57.769326990877076,11.96218103070008,4.983987408230494,0.3181779482488752,0.13971450214701897,1.7970023413071607,13.558306839977218,26.698866004350947,57.94582481436468,0.0,0.0
2001-01-02,3.892857142857143,0.172,27.65,4888.486845430158,646.3876,0.2285994208415815,20.72970264824473,4.096909471551726,57.769326990877076,11.96218103070008,4.983987408230494,0.3181779482488752,0.13971450214701897,1.7970023413071607,13.558306839977218,26.698866004350947,57.94582481436468,0.0,0.0
2001-01-03,4.622222222222223,0.008,24.41,4888.486845430158,646.3876,0.2285994208415815,20.72970264824473,4.096909471551726,57.769326990877076,11.96218103070008,4.983987408230494,0.3181779482488752,0.13971450214701897,1.7970023413071607,13.558306839977218,26.698866004350947,57.94582481436468,0.0,0.0
2001-01-04,4.361538461538462,1.0959999999999999,24.12,4888.486845430158,646.3876,0.2285994208415815,20.72970264824473,4.096909471551726,57.769326990877076,11.96218103070008,4.983987408230494,0.3181779482488752,0.13971450214701897,1.7970023413071607,13.558306839977218,26.698866004350947,57.94582481436468,0.0,0.0
2001-01-05,4.041666666666667,0.256,22.76,4888.486845430158,646.3876,0.2285994208415815,20.72970264824473,4.096909471551726,57.769326990877076,11.96218103070008,4.983987408230494,0.3181779482488752,0.13971450214701897,1.7970023413071607,13.558306839977218,26.698866004350947,57.94582481436468,0.0,0.0
2001-01-06,5.564285714285714,1.9032,21.7,4888.486845430158,646.3876,0.2285994208415815,20.72970264824473,4.096909471551726,57.769326990877076,11.96218103070008,4.983987408230494,0.3181779482488752,0.13971450214701897,1.7970023413071607,13.558306839977218,26.698866004350947,57.94582481436468,0.0,0.0
2001-01-07,2.1999999999999997,1.0996000000000001,21.27,4888.486845430158,646.3876,0.2285994208415815,20.72970264824473,4.096909471551726,57.769326990877076,11.96218103070008,4.983987408230494,0.3181779482488752,0.13971450214701897,1.7970023413071607,13.558306839977218,26.698866004350947,57.94582481436468,0.0,0.0
2001-01-08,2.1571428571428575,0.16,19.59,4888.486845430158,646.3876,0.2285994208415815,20.72970264824473,4.096909471551726,57.769326990877076,11.96218103070008,4.983987408230494,0.3181779482488752,0.13971450214701897,1.7970023413071607,13.558306839977218,26.698866004350947,57.94582481436468,0.0,0.0
2001-01-09,1.3499999999999999,0.004,19.14,4888.486845430158,646.3876,0.2285994208415815,20.72970264824473,4.096909471551726,57.769326990877076,11.96218103070008,4.983987408230494,0.3181779482488752,0.13971450214701897,1.7970023413071607,13.558306839977218,26.698866004350947,57.94582481436468,0.0,0.0
2001-01-10,3.5599999999999996,0.256,18.47,4888.486845430158,646.3876,0.2285994208415815,20.72970264824473,4.096909471551726,57.769326990877076,11.96218103070008,4.983987408230494,0.3181779482488752,0.13971450214701897,1.7970023413071607,13.558306839977218,26.698866004350947,57.94582481436468,0.0,0.0
