datetime,temperature,precipitation,Flow,area,avg_height,avg_slope,AGRH_landuse,FRST_landuse,RNGB_landuse,URHD_landuse,WATR_landuse,AGRLL_landuse,URLD_landuse,udic_soiltype,ustic_soiltype,xeric_soiltype,criic_soiltype,aridic_soiltype,aquic_soiltype
2001-01-01,5.337819253438114,0.0,0.16,164.95633739513684,483.32385,0.33527110864452336,2.06145468689226,91.6504602618955,4.171528588098016,0.3338519382860106,1.782704524828212,0.0,0.0,41.834524232920565,57.21814478321316,0.9473309838662745,0.0,0.0,0.0
2001-01-02,5.337819253438114,0.0,0.16,164.95633739513684,483.32385,0.33527110864452336,2.06145468689226,91.6504602618955,4.171528588098016,0.3338519382860106,1.782704524828212,0.0,0.0,41.834524232920565,57.21814478321316,0.9473309838662745,0.0,0.0,0.0
2001-01-03,5.337819253438114,0.0,0.16,164.95633739513684,483.32385,0.33527110864452336,2.06145468689226,91.6504602618955,4.171528588098016,0.3338519382860106,1.782704524828212,0.0,0.0,41.834524232920565,57.21814478321316,0.9473309838662745,0.0,0.0,0.0
2001-01-04,5.337819253438114,0.0,0.2811,164.95633739513684,483.32385,0.33527110864452336,2.06145468689226,91.6504602618955,4.171528588098016,0.3338519382860106,1.782704524828212,0.0,0.0,41.834524232920565,57.21814478321316,0.9473309838662745,0.0,0.0,0.0
2001-01-05,5.337819253438114,0.0,0.358,164.95633739513684,483.32385,0.33527110864452336,2.06145468689226,91.6504602618955,4.171528588098016,0.3338519382860106,1.782704524828212,0.0,0.0,41.834524232920565,57.21814478321316,0.9473309838662745,0.0,0.0,0.0
2001-01-06,5.337819253438114,2.3,0.358,164.95633739513684,483.32385,0.33527110864452336,2.06145468689226,91.6504602618955,4.171528588098016,0.3338519382860106,1.782704524828212,0.0,0.0,41.834524232920565,57.21814478321316,0.9473309838662745,0.0,0.0,0.0
2001-01-07,5.337819253438114,3.9,0.358,164.95633739513684,483.32385,0.33527110864452336,2.06145468689226,91.6504602618955,4.171528588098016,0.3338519382860106,1.782704524828212,0.0,0.0,41.834524232920565,57.21814478321316,0.9473309838662745,0.0,0.0,0.0
2001-01-08,5.337819253438114,0.1,0.358,164.95633739513684,483.32385,0.33527110864452336,2.06145468689226,91.6504602618955,4.171528588098016,0.3338519382860106,1.782704524828212,0.0,0.0,41.834524232920565,57.21814478321316,0.9473309838662745,0.0,0.0,0.0
2001-01-09,5.337819253438114,0.0,0.2367,164.95633739513684,483.32385,0.33527110864452336,2.06145468689226,91.6504602618955,4.171528588098016,0.3338519382860106,1.782704524828212,0.0,0.0,41.834524232920565,57.21814478321316,0.9473309838662745,0.0,0.0,0.0
2001-01-10,5.337819253438114,0.0,0.8553,164.95633739513684,483.32385,0.33527110864452336,2.06145468689226,91.6504602618955,4.171528588098016,0.3338519382860106,1.782704524828212,0.0,0.0,41.834524232920565,57.21814478321316,0.9473309838662745,0.0,0.0,0.0
2001-01-11,5.337819253438114,0.1,1.766,164.95633739513684,483.32385,0.33527110864452336,2.06145468689226,91.6504602618955,4.171528588098016,0.3338519382860106,1.782704524828212,0.0,0.0,41.834524232920565,57.21814478321316,0.9473309838662745,0.0,0.0,0.0
2001-01-12,5.337819253438114,7.08,2.1748,164.95633739513684,483.32385,0.33527110864452336,2.06145468689226,91.6504602618955,4.171528588098016,0.3338519382860106,1.782704524828212,0.0,0.0,41.834524232920565,57.21814478321316,0.9473309838662745,0.0,0.0,0.0
2001-01-13,5.337819253438114,4.92,2.44,164.95633739513684,483.32385,0.33527110864452336,2.06145468689226,91.6504602618955,4.171528588098016,0.3338519382860106,1.782704524828212,0.0,0.0,41.834524232920565,57.21814478321316,0.9473309838662745,0.0,0.0,0.0
2001-01-14,5.337819253438114,11.26,1.974,164.95633739513684,483.32385,0.33527110864452336,2.06145468689226,91.6504602618955,4.171528588098016,0.3338519382860106,1.782704524828212,0.0,0.0,41.834524232920565,57.21814478321316,0.9473309838662745,0.0,0.0,0.0
2001-01-15,5.337819253438114,23.98,1.9645,164.95633739513684,483.32385,0.33527110864452336,2.06145468689226,91.6504602618955,4.171528588098016,0.3338519382860106,1.782704524828212,0.0,0.0,41.834524232920565,57.21814478321316,0.9473309838662745,0.0,0.0,0.0
2001-01-16,5.337819253438114,37.42,0.4643,164.95633739513684,483.32385,0.33527110864452336,2.06145468689226,91.6504602618955,4.171528588098016,0.3338519382860106,1.782704524828212,0.0,0.0,41.834524232920565,57.21814478321316,0.9473309838662745,0.0,0.0,0.0
2001-01-17,5.337819253438114,0.1,0.8343,164.95633739513684,483.32385,0.33527110864452336,2.06145468689226,91.6504602618955,4.171528588098016,0.3338519382860106,1.782704524828212,0.0,0.0,41.834524232920565,57.21814478321316,0.9473309838662745,0.0,0.0,0.0
2001-01-18,5.337819253438114,0.0,0.5819,164.95633739513684,483.32385,0.33527110864452336,2.06145468689226,91.6504602618955,4.171528588098016,0.3338519382860106,1.782704524828212,0.0,0.0,41.834524232920565,57.21814478321316,0.9473309838662745,0.0,0.0,0.0
2001-01-19,5.337819253438114,0.2,0.2426,164.95633739513684,483.32385,0.33527110864452336,2.06145468689226,91.6504602618955,4.171528588098016,0.3338519382860106,1.782704524828212,0.0,0.0,41.834524232920565,57.21814478321316,0.9473309838662745,0.0,0.0,0.0
2001-01-20,5.337819253438114,0.0,0.0903,164.95633739513684,483.32385,0.33527110864452336,2.06145468689226,91.6504602618955,4.171528588098016,0.3338519382860106,1.782704524828212,0.0,0.0,41.834524232920565,57.21814478321316,0.9473309838662745,0.0,0.0,0.0
2001-01-21,5.337819253438114,0.0,0.1772,164.95633739513684,483.32385,0.33527110864452336,2.06145468689226,91.6504602618955,4.171528588098016,0.3338519382860106,1.782704524828212,0.0,0.0,41.834524232920565,57.21814478321316,0.9473309838662745,0.0,0.0,0.0
2001-01-22,5.337819253438114,0.0,0.4266,164.95633739513684,483.32385,0.33527110864452336,2.06145468689226,91.6504602618955,4.171528588098016,0.3338519382860106,1.782704524828212,0.0,0.0,41.834524232920565,57.21814478321316,0.9473309838662745,0.0,0.0,0.0
2001-01-23,5.337819253438114,0.0,0.0868,164.95633739513684,483.32385,0.33527110864452336,2.06145468689226,91.6504602618955,4.171528588098016,0.3338519382860106,1.782704524828212,0.0,0.0,41.834524232920565,57.21814478321316,0.9473309838662745,0.0,0.0,0.0
2001-01-24,5.337819253438114,0.0,1.8941,164.95633739513684,483.32385,0.33527110864452336,2.06145468689226,91.6504602618955,4.171528588098016,0.3338519382860106,1.782704524828212,0.0,0.0,41.834524232920565,57.21814478321316,0.9473309838662745,0.0,0.0,0.0
2001-01-25,5.337819253438114,0.0,0.5047,164.95633739513684,483.32385,0.33527110864452336,2.06145468689226,91.6504602618955,4.171528588098016,0.3338519382860106,1.782704524828212,0.0,0.0,41.834524232920565,57.21814478321316,0.9473309838662745,0.0,0.0,0.0
