datetime,temperature,precipitation,Flow,area,avg_height,avg_slope,AGRH_landuse,AGRLL_landuse,FRST_landuse,RNGB_landuse,URHD_landuse,URLD_landuse,WATR_landuse,udic_soiltype,ustic_soiltype,xeric_soiltype,criic_soiltype,aridic_soiltype,aquic_soiltype
2001-01-01,2.2,0.0,8.343,1010.6502361761279,382.595,0.1866297858586351,21.76785667167999,0.405815456872213,49.89419245890393,6.841869178606295,19.58574104857648,1.5045251853610915,0.0,13.701153064724664,28.4572152299533,57.84163170532204,0.0,0.0,0.0
2001-01-02,5.319999999999999,0.028571428571428574,7.808,1010.6502361761279,382.595,0.1866297858586351,21.76785667167999,0.405815456872213,49.89419245890393,6.841869178606295,19.58574104857648,1.5045251853610915,0.0,13.701153064724664,28.4572152299533,57.84163170532204,0.0,0.0,0.0
2001-01-03,4.26,0.0,7.302,1010.6502361761279,382.595,0.1866297858586351,21.76785667167999,0.405815456872213,49.89419245890393,6.841869178606295,19.58574104857648,1.5045251853610915,0.0,13.701153064724664,28.4572152299533,57.84163170532204,0.0,0.0,0.0
2001-01-04,5.279999999999999,0.14285714285714285,6.992,1010.6502361761279,382.595,0.1866297858586351,21.76785667167999,0.405815456872213,49.89419245890393,6.841869178606295,19.58574104857648,1.5045251853610915,0.0,13.701153064724664,28.4572152299533,57.84163170532204,0.0,0.0,0.0
2001-01-05,5.359999999999999,0.0,7.075,1010.6502361761279,382.595,0.1866297858586351,21.76785667167999,0.405815456872213,49.89419245890393,6.841869178606295,19.58574104857648,1.5045251853610915,0.0,13.701153064724664,28.4572152299533,57.84163170532204,0.0,0.0,0.0
2001-01-06,5.739999999999999,0.1142857142857143,6.038,1010.6502361761279,382.595,0.1866297858586351,21.76785667167999,0.405815456872213,49.89419245890393,6.841869178606295,19.58574104857648,1.5045251853610915,0.0,13.701153064724664,28.4572152299533,57.84163170532204,0.0,0.0,0.0
2001-01-07,2.1199999999999997,0.028571428571428574,5.811,1010.6502361761279,382.595,0.1866297858586351,21.76785667167999,0.405815456872213,49.89419245890393,6.841869178606295,19.58574104857648,1.5045251853610915,0.0,13.701153064724664,28.4572152299533,57.84163170532204,0.0,0.0,0.0
2001-01-08,1.6666666666666667,0.028571428571428574,5.317,1010.6502361761279,382.595,0.1866297858586351,21.76785667167999,0.405815456872213,49.89419245890393,6.841869178606295,19.58574104857648,1.5045251853610915,0.0,13.701153064724664,28.4572152299533,57.84163170532204,0.0,0.0,0.0
2001-01-09,1.4,0.05714285714285715,5.203,1010.6502361761279,382.595,0.1866297858586351,21.76785667167999,0.405815456872213,49.89419245890393,6.841869178606295,19.58574104857648,1.5045251853610915,0.0,13.701153064724664,28.4572152299533,57.84163170532204,0.0,0.0,0.0
2001-01-10,2.2800000000000002,0.0,4.972,1010.6502361761279,382.595,0.1866297858586351,21.76785667167999,0.405815456872213,49.89419245890393,6.841869178606295,19.58574104857648,1.5045251853610915,0.0,13.701153064724664,28.4572152299533,57.84163170532204,0.0,0.0,0.0
