datetime,temperature,precipitation,Flow,area,avg_height,avg_slope,AGRH_landuse,FRST_landuse,RNGB_landuse,URHD_landuse,URLD_landuse,AGRLL_landuse,WATR_landuse,criic_soiltype,udic_soiltype,ustic_soiltype,xeric_soiltype,aridic_soiltype,aquic_soiltype
2001-01-01,4.9,0.0,7.07,299.90170416327527,1417.0762,0.3845865581105295,12.05759703460812,59.71058915778593,27.371066044124458,0.79302847774174,0.06771928573974409,0.0,0.0,14.692962956376377,84.66859917127563,0.6384378723479931,0.0,0.0,0.0
2001-01-02,0.4,0.0,6.46,299.90170416327527,1417.0762,0.3845865581105295,12.05759703460812,59.71058915778593,27.371066044124458,0.79302847774174,0.06771928573974409,0.0,0.0,14.692962956376377,84.66859917127563,0.6384378723479931,0.0,0.0,0.0
2001-01-03,2.5142487046632125,0.0,6.22,299.90170416327527,1417.0762,0.3845865581105295,12.05759703460812,59.71058915778593,27.371066044124458,0.79302847774174,0.06771928573974409,0.0,0.0,14.692962956376377,84.66859917127563,0.6384378723479931,0.0,0.0,0.0
2001-01-04,0.35,0.30000000000000004,5.57,299.90170416327527,1417.0762,0.3845865581105295,12.05759703460812,59.71058915778593,27.371066044124458,0.79302847774174,0.06771928573974409,0.0,0.0,14.692962956376377,84.66859917127563,0.6384378723479931,0.0,0.0,0.0
2001-01-05,1.15,0.0,5.76,299.90170416327527,1417.0762,0.3845865581105295,12.05759703460812,59.71058915778593,27.371066044124458,0.79302847774174,0.06771928573974409,0.0,0.0,14.692962956376377,84.66859917127563,0.6384378723479931,0.0,0.0,0.0
2001-01-06,2.95,13.3,7.64,299.90170416327527,1417.0762,0.3845865581105295,12.05759703460812,59.71058915778593,27.371066044124458,0.79302847774174,0.06771928573974409,0.0,0.0,14.692962956376377,84.66859917127563,0.6384378723479931,0.0,0.0,0.0
2001-01-07,2.5142487046632125,3.3,11.13,299.90170416327527,1417.0762,0.3845865581105295,12.05759703460812,59.71058915778593,27.371066044124458,0.79302847774174,0.06771928573974409,0.0,0.0,14.692962956376377,84.66859917127563,0.6384378723479931,0.0,0.0,0.0
2001-01-08,2.5142487046632125,0.1,9.29,299.90170416327527,1417.0762,0.3845865581105295,12.05759703460812,59.71058915778593,27.371066044124458,0.79302847774174,0.06771928573974409,0.0,0.0,14.692962956376377,84.66859917127563,0.6384378723479931,0.0,0.0,0.0
2001-01-09,2.5142487046632125,0.0,9.53,299.90170416327527,1417.0762,0.3845865581105295,12.05759703460812,59.71058915778593,27.371066044124458,0.79302847774174,0.06771928573974409,0.0,0.0,14.692962956376377,84.66859917127563,0.6384378723479931,0.0,0.0,0.0
2001-01-10,2.4,0.6,10.2,299.90170416327527,1417.0762,0.3845865581105295,12.05759703460812,59.71058915778593,27.371066044124458,0.79302847774174,0.06771928573974409,0.0,0.0,14.692962956376377,84.66859917127563,0.6384378723479931,0.0,0.0,0.0
2001-01-11,2.15,0.2,8.4,299.90170416327527,1417.0762,0.3845865581105295,12.05759703460812,59.71058915778593,27.371066044124458,0.79302847774174,0.06771928573974409,0.0,0.0,14.692962956376377,84.66859917127563,0.6384378723479931,0.0,0.0,0.0
2001-01-12,2.65,6.45,6.29,299.90170416327527,1417.0762,0.3845865581105295,12.05759703460812,59.71058915778593,27.371066044124458,0.79302847774174,0.06771928573974409,0.0,0.0,14.692962956376377,84.66859917127563,0.6384378723479931,0.0,0.0,0.0
2001-01-13,3.25,2.8499999999999996,5.72,299.90170416327527,1417.0762,0.3845865581105295,12.05759703460812,59.71058915778593,27.371066044124458,0.79302847774174,0.06771928573974409,0.0,0.0,14.692962956376377,84.66859917127563,0.6384378723479931,0.0,0.0,0.0
2001-01-14,1.9,14.549999999999999,8.31,299.90170416327527,1417.0762,0.3845865581105295,12.05759703460812,59.71058915778593,27.371066044124458,0.79302847774174,0.06771928573974409,0.0,0.0,14.692962956376377,84.66859917127563,0.6384378723479931,0.0,0.0,0.0
2001-01-15,0.2,12.25,10.25,299.90170416327527,1417.0762,0.3845865581105295,12.05759703460812,59.71058915778593,27.371066044124458,0.79302847774174,0.06771928573974409,0.0,0.0,14.692962956376377,84.66859917127563,0.6384378723479931,0.0,0.0,0.0
2001-01-16,0.0,14.5,11.0,299.90170416327527,1417.0762,0.3845865581105295,12.05759703460812,59.71058915778593,27.371066044124458,0.79302847774174,0.06771928573974409,0.0,0.0,14.692962956376377,84.66859917127563,0.6384378723479931,0.0,0.0,0.0
2001-01-17,2.5142487046632125,1.1,9.3,299.90170416327527,1417.0762,0.3845865581105295,12.05759703460812,59.71058915778593,27.371066044124458,0.79302847774174,0.06771928573974409,0.0,0.0,14.692962956376377,84.66859917127563,0.6384378723479931,0.0,0.0,0.0
2001-01-18,2.5142487046632125,0.6,6.92,299.90170416327527,1417.0762,0.3845865581105295,12.05759703460812,59.71058915778593,27.371066044124458,0.79302847774174,0.06771928573974409,0.0,0.0,14.692962956376377,84.66859917127563,0.6384378723479931,0.0,0.0,0.0
2001-01-19,2.5142487046632125,0.5,4.81,299.90170416327527,1417.0762,0.3845865581105295,12.05759703460812,59.71058915778593,27.371066044124458,0.79302847774174,0.06771928573974409,0.0,0.0,14.692962956376377,84.66859917127563,0.6384378723479931,0.0,0.0,0.0
2001-01-20,2.5142487046632125,1.1,3.8,299.90170416327527,1417.0762,0.3845865581105295,12.05759703460812,59.71058915778593,27.371066044124458,0.79302847774174,0.06771928573974409,0.0,0.0,14.692962956376377,84.66859917127563,0.6384378723479931,0.0,0.0,0.0
