datetime,temperature,precipitation,Flow,area,avg_height,avg_slope,AGRH_landuse,FRST_landuse,RNGB_landuse,URHD_landuse,AGRLL_landuse,URLD_landuse,WATR_landuse,criic_soiltype,udic_soiltype,ustic_soiltype,xeric_soiltype,aridic_soiltype,aquic_soiltype
2001-01-01,3.4,1.6333333333333335,1.9903,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-02,0.1,0.9333333333333332,2.5271,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-03,2.21475,0.0,2.6716,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-04,0.4,2.9,2.04,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-05,0.8,0.6333333333333333,1.7405,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-06,3.65,7.93,8.494,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-07,0.8,7.0633333333333335,13.5521,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-08,2.21475,0.0,10.3467,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-09,2.21475,0.0,7.4317,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-10,0.1,2.033333333333333,5.667,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-11,2.5,4.376666666666667,4.4085,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-12,2.65,4.19,5.9864,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-13,2.8499999999999996,0.06666666666666667,5.8872,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-14,3.1,7.166666666666667,5.7535,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-15,2.3,3.49,7.4815,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-16,0.0,1.6766666666666665,7.92,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-17,0.3,0.4666666666666666,7.4932,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-18,2.21475,0.39999999999999997,5.8435,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-19,2.21475,0.3333333333333333,4.567,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-20,2.21475,0.16666666666666666,3.7708,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-21,2.21475,0.7333333333333334,3.2829,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-22,2.0,2.2666666666666666,2.8128,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-23,1.45,0.2333333333333333,2.4152,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-24,2.1,0.5333333333333333,2.5855,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-25,2.21475,0.7000000000000001,3.1874,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-26,2.21475,0.06666666666666667,2.5615,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-27,2.21475,0.2333333333333333,2.1021,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-28,2.21475,4.5633333333333335,1.87,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-29,1.1,0.0,1.4932,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-30,1.0,0.03333333333333333,0.5666,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-01-31,1.2,1.4000000000000001,0.4825,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-02-01,2.087106017191977,0.06666666666666667,0.42,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-02-02,2.087106017191977,0.06666666666666667,0.103,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-02-03,0.6,0.03333333333333333,0.0097,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-02-04,0.8,0.0,0.0,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-02-05,2.087106017191977,0.0,0.0071,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-02-06,3.5,0.0,0.0375,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-02-07,1.5999999999999999,0.0,0.0233,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-02-08,0.8,0.06666666666666667,0.0,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-02-09,2.087106017191977,0.0,0.0,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-02-10,2.087106017191977,0.0,0.0,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-02-11,4.9,0.0,0.0,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-02-12,5.9,0.0,0.0,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-02-13,0.0,0.19999999999999998,0.1024,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-02-14,1.2,4.666666666666667,0.3137,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-02-15,0.1,0.8666666666666667,0.1648,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-02-16,1.5,0.0,0.0,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-02-17,0.0,0.0,0.0,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-02-18,2.087106017191977,0.0,0.0,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-02-19,0.6,0.0,0.0,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-02-20,2.1,0.0,0.0,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-02-21,2.9,0.0,0.0,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
2001-02-22,4.6,0.0,0.0,328.10998986546025,1343.161,0.42808838201403226,12.551564461691477,74.65229655476023,12.401558754952633,0.3945802285956531,0.0,0.0,0.0,16.214239271781533,81.49382314694408,2.2919375812743823,0.0,0.0,0.0
