datetime,temperature,precipitation,Flow,area,avg_height,avg_slope,AGRH_landuse,FRST_landuse,RNGB_landuse,URHD_landuse,WATR_landuse,AGRLL_landuse,URLD_landuse,criic_soiltype,udic_soiltype,ustic_soiltype,xeric_soiltype,aridic_soiltype,aquic_soiltype
2001-01-01,3.4,0.9800000000000001,9.15,978.3512423753277,989.82544,0.3177323134237058,15.456480218281039,71.20654843110505,11.92087312414734,1.075579809004093,0.3405184174624829,0.0,0.0,6.03470363445069,47.90965934179754,43.76005102513642,2.2955859986153437,0.0,0.0
2001-01-02,0.575,0.5599999999999999,8.8667,978.3512423753277,989.82544,0.3177323134237058,15.456480218281039,71.20654843110505,11.92087312414734,1.075579809004093,0.3405184174624829,0.0,0.0,6.03470363445069,47.90965934179754,43.76005102513642,2.2955859986153437,0.0,0.0
2001-01-03,2.55144799270073,0.0,8.5428,978.3512423753277,989.82544,0.3177323134237058,15.456480218281039,71.20654843110505,11.92087312414734,1.075579809004093,0.3405184174624829,0.0,0.0,6.03470363445069,47.90965934179754,43.76005102513642,2.2955859986153437,0.0,0.0
2001-01-04,0.7999999999999999,2.0599999999999996,8.3278,978.3512423753277,989.82544,0.3177323134237058,15.456480218281039,71.20654843110505,11.92087312414734,1.075579809004093,0.3405184174624829,0.0,0.0,6.03470363445069,47.90965934179754,43.76005102513642,2.2955859986153437,0.0,0.0
2001-01-05,2.05,0.38,8.3829,978.3512423753277,989.82544,0.3177323134237058,15.456480218281039,71.20654843110505,11.92087312414734,1.075579809004093,0.3405184174624829,0.0,0.0,6.03470363445069,47.90965934179754,43.76005102513642,2.2955859986153437,0.0,0.0
2001-01-06,3.8000000000000003,5.398,10.4209,978.3512423753277,989.82544,0.3177323134237058,15.456480218281039,71.20654843110505,11.92087312414734,1.075579809004093,0.3405184174624829,0.0,0.0,6.03470363445069,47.90965934179754,43.76005102513642,2.2955859986153437,0.0,0.0
2001-01-07,0.3666666666666667,5.338,10.3733,978.3512423753277,989.82544,0.3177323134237058,15.456480218281039,71.20654843110505,11.92087312414734,1.075579809004093,0.3405184174624829,0.0,0.0,6.03470363445069,47.90965934179754,43.76005102513642,2.2955859986153437,0.0,0.0
2001-01-08,2.55144799270073,0.0,9.9516,978.3512423753277,989.82544,0.3177323134237058,15.456480218281039,71.20654843110505,11.92087312414734,1.075579809004093,0.3405184174624829,0.0,0.0,6.03470363445069,47.90965934179754,43.76005102513642,2.2955859986153437,0.0,0.0
2001-01-09,2.55144799270073,0.0,9.0213,978.3512423753277,989.82544,0.3177323134237058,15.456480218281039,71.20654843110505,11.92087312414734,1.075579809004093,0.3405184174624829,0.0,0.0,6.03470363445069,47.90965934179754,43.76005102513642,2.2955859986153437,0.0,0.0
2001-01-10,0.1,1.22,8.7863,978.3512423753277,989.82544,0.3177323134237058,15.456480218281039,71.20654843110505,11.92087312414734,1.075579809004093,0.3405184174624829,0.0,0.0,6.03470363445069,47.90965934179754,43.76005102513642,2.2955859986153437,0.0,0.0
2001-01-11,2.1333333333333333,3.186,8.8824,978.3512423753277,989.82544,0.3177323134237058,15.456480218281039,71.20654843110505,11.92087312414734,1.075579809004093,0.3405184174624829,0.0,0.0,6.03470363445069,47.90965934179754,43.76005102513642,2.2955859986153437,0.0,0.0
2001-01-12,3.35,3.694,8.7305,978.3512423753277,989.82544,0.3177323134237058,15.456480218281039,71.20654843110505,11.92087312414734,1.075579809004093,0.3405184174624829,0.0,0.0,6.03470363445069,47.90965934179754,43.76005102513642,2.2955859986153437,0.0,0.0
2001-01-13,3.2750000000000004,0.28,8.7854,978.3512423753277,989.82544,0.3177323134237058,15.456480218281039,71.20654843110505,11.92087312414734,1.075579809004093,0.3405184174624829,0.0,0.0,6.03470363445069,47.90965934179754,43.76005102513642,2.2955859986153437,0.0,0.0
2001-01-14,2.6,9.26,9.1362,978.3512423753277,989.82544,0.3177323134237058,15.456480218281039,71.20654843110505,11.92087312414734,1.075579809004093,0.3405184174624829,0.0,0.0,6.03470363445069,47.90965934179754,43.76005102513642,2.2955859986153437,0.0,0.0
2001-01-15,1.0999999999999999,5.854000000000001,10.6381,978.3512423753277,989.82544,0.3177323134237058,15.456480218281039,71.20654843110505,11.92087312414734,1.075579809004093,0.3405184174624829,0.0,0.0,6.03470363445069,47.90965934179754,43.76005102513642,2.2955859986153437,0.0,0.0
2001-01-16,0.0,4.566,14.6136,978.3512423753277,989.82544,0.3177323134237058,15.456480218281039,71.20654843110505,11.92087312414734,1.075579809004093,0.3405184174624829,0.0,0.0,6.03470363445069,47.90965934179754,43.76005102513642,2.2955859986153437,0.0,0.0
2001-01-17,0.3,0.44000000000000006,15.5145,978.3512423753277,989.82544,0.3177323134237058,15.456480218281039,71.20654843110505,11.92087312414734,1.075579809004093,0.3405184174624829,0.0,0.0,6.03470363445069,47.90965934179754,43.76005102513642,2.2955859986153437,0.0,0.0
2001-01-18,2.55144799270073,0.24,14.5583,978.3512423753277,989.82544,0.3177323134237058,15.456480218281039,71.20654843110505,11.92087312414734,1.075579809004093,0.3405184174624829,0.0,0.0,6.03470363445069,47.90965934179754,43.76005102513642,2.2955859986153437,0.0,0.0
2001-01-19,2.55144799270073,0.2,12.0959,978.3512423753277,989.82544,0.3177323134237058,15.456480218281039,71.20654843110505,11.92087312414734,1.075579809004093,0.3405184174624829,0.0,0.0,6.03470363445069,47.90965934179754,43.76005102513642,2.2955859986153437,0.0,0.0
