datetime,temperature,precipitation,Flow,area,avg_height,avg_slope,AGRH_landuse,FRST_landuse,RNGB_landuse,URHD_landuse,URLD_landuse,WATR_landuse,AGRLL_landuse,criic_soiltype,udic_soiltype,ustic_soiltype,xeric_soiltype,aridic_soiltype,aquic_soiltype
2001-01-01,3.0999999999999996,0.0,4.514,1794.626176525339,1020.59656,0.31004456797406726,18.02915299221337,67.14292940262847,12.011996822270293,2.139909369244456,0.08003832318225232,0.5959730904611577,0.0,8.010068679808255,48.486874756678525,43.50305656351322,0.0,0.0,0.0
2001-01-02,2.3714285714285714,0.06666666666666667,4.517,1794.626176525339,1020.59656,0.31004456797406726,18.02915299221337,67.14292940262847,12.011996822270293,2.139909369244456,0.08003832318225232,0.5959730904611577,0.0,8.010068679808255,48.486874756678525,43.50305656351322,0.0,0.0,0.0
2001-01-03,1.5666666666666667,0.025000000000000005,4.513,1794.626176525339,1020.59656,0.31004456797406726,18.02915299221337,67.14292940262847,12.011996822270293,2.139909369244456,0.08003832318225232,0.5959730904611577,0.0,8.010068679808255,48.486874756678525,43.50305656351322,0.0,0.0,0.0
2001-01-04,2.275,0.38461538461538464,4.517,1794.626176525339,1020.59656,0.31004456797406726,18.02915299221337,67.14292940262847,12.011996822270293,2.139909369244456,0.08003832318225232,0.5959730904611577,0.0,8.010068679808255,48.486874756678525,43.50305656351322,0.0,0.0,0.0
2001-01-05,3.744444444444445,0.007692307692307693,4.514,1794.626176525339,1020.59656,0.31004456797406726,18.02915299221337,67.14292940262847,12.011996822270293,2.139909369244456,0.08003832318225232,0.5959730904611577,0.0,8.010068679808255,48.486874756678525,43.50305656351322,0.0,0.0,0.0
2001-01-06,4.8374999999999995,6.484615384615386,4.531,1794.626176525339,1020.59656,0.31004456797406726,18.02915299221337,67.14292940262847,12.011996822270293,2.139909369244456,0.08003832318225232,0.5959730904611577,0.0,8.010068679808255,48.486874756678525,43.50305656351322,0.0,0.0,0.0
2001-01-07,1.56,1.8384615384615384,4.517,1794.626176525339,1020.59656,0.31004456797406726,18.02915299221337,67.14292940262847,12.011996822270293,2.139909369244456,0.08003832318225232,0.5959730904611577,0.0,8.010068679808255,48.486874756678525,43.50305656351322,0.0,0.0,0.0
2001-01-08,2.113103745474798,0.7846153846153846,4.515,1794.626176525339,1020.59656,0.31004456797406726,18.02915299221337,67.14292940262847,12.011996822270293,2.139909369244456,0.08003832318225232,0.5959730904611577,0.0,8.010068679808255,48.486874756678525,43.50305656351322,0.0,0.0,0.0
2001-01-09,2.113103745474798,0.04615384615384615,4.518,1794.626176525339,1020.59656,0.31004456797406726,18.02915299221337,67.14292940262847,12.011996822270293,2.139909369244456,0.08003832318225232,0.5959730904611577,0.0,8.010068679808255,48.486874756678525,43.50305656351322,0.0,0.0,0.0
2001-01-10,2.2800000000000002,0.11538461538461539,4.515,1794.626176525339,1020.59656,0.31004456797406726,18.02915299221337,67.14292940262847,12.011996822270293,2.139909369244456,0.08003832318225232,0.5959730904611577,0.0,8.010068679808255,48.486874756678525,43.50305656351322,0.0,0.0,0.0
